Job Title,Company Name,Location,Salary Estimate,Rating,Job Description
ML Data Engineer,"S&P Global
4.1",Bengaluru,₹7L – ₹10L/yr (Glassdoor Est.),4.1,N/A
AI/ML Engineer (Python & AI Focus) | Tanish Anlaytics Pvt. Ltd.,N/A,Bhopal,N/A,N/A,N/A
Full Stack Engineer – AI/ML,"2Base Technologies
4.8",Bengaluru,N/A,4.8,N/A
Data Annotator,"Macgence
4.2",India,N/A,4.2,N/A
"Machine Learning Engineer, Search & AI","Apple
4.1",Bengaluru,N/A,4.1,N/A
Software Engineer- AI/ML Ops Engineer.,"Electronic Arts
4.1",Hyderābād,₹5L – ₹7L/yr (Glassdoor Est.),4.1,N/A
Data Science (ML Engineer),"InitiateFirst.
3.5",Bengaluru,₹5L – ₹6L/yr (Glassdoor Est.),3.5,N/A
Data Research Engineer - AI/ML,"Forbes Advisor
3.7",Mumbai,₹2L – ₹7L/yr (Glassdoor Est.),3.7,N/A
C++ & Cybersecurity engineer,N/A,Remote,₹45K – ₹2L/mo (Employer provided),N/A,N/A
AI/ML Engineer,"VT Netzwelt
4.6",Mohali,₹10L/yr (Glassdoor Est.),4.6,N/A
Senior Software Engineer - AI/ML,"Magnit
3.3",Bengaluru,₹3L – ₹5L/yr (Glassdoor Est.),3.3,N/A
Embedded Engineer,"L&T Technology Services Limited.
3.3",Mumbai,₹3L – ₹7L/yr (Glassdoor Est.),3.3,N/A
Software Engineer,"Couchbase, Inc.
4.3",Bengaluru,N/A,4.3,N/A
Python-AI/ML Engineer,"Teksands
4.5",Bengaluru,₹5L – ₹6L/yr (Glassdoor Est.),4.5,N/A
Senior AI/ML Engineer,"programmers.io
4.3",India,N/A,4.3,N/A
"Data Engineer, ML/Data Science (Remote, India)","PulsePoint
4.4",Navi Mumbai,₹7L – ₹9L/yr (Glassdoor Est.),4.4,N/A
"ML Compiler Engineer, Compute","Waymo
3.9",Bengaluru,₹34L – ₹41L/yr (Employer provided),3.9,N/A
AI Engineer,N/A,Vadodra,₹4L – ₹8L/yr (Employer provided),N/A,N/A
Software Engineer (Gen AI),"Siemens
4.1",Noida,₹6L – ₹8L/yr (Glassdoor Est.),4.1,N/A
JavaScript + Cybersecurity Engineer,N/A,Remote,₹50K – ₹2L/mo (Employer provided),N/A,N/A
Junior R&D Engineer,"Ubisoft
3.6",Pune,₹4L – ₹8L/yr (Glassdoor Est.),3.6,N/A
"Language Engineer, Siri","Apple
4.1",Hyderābād,N/A,4.1,N/A
DevRel Engineer,"Qualcomm
3.9",Hyderābād,₹2L – ₹8L/yr (Glassdoor Est.),3.9,N/A
"Software Engineer, ML","Splunk
4.1",Bengaluru,N/A,4.1,N/A
AIML Engineer,"Infosys Limited
3.6",Bengaluru,₹4L – ₹9L/yr (Glassdoor Est.),3.6,N/A
Software Engineer II,"Upland Software, India
2.9",Remote,N/A,2.9,N/A
AI Solutions Engineer (Remote India),N/A,Delhi,N/A,N/A,N/A
"Staff engineer - Embedded, C++,Cmake, AI/ML","Qualcomm
3.9",Hyderābād,N/A,3.9,N/A
Innovative LLM Agent Engineer - Crafting Multi-Agent Solutions - Rethem,"Expedite Commerce
4.5",Remote,N/A,N/A,N/A
"Software Engineer- Python, AI/ML, Sage Maker-Chennai","Photon
4.2",Chennai,₹7L – ₹8L/yr (Glassdoor Est.),4.2,N/A
Machine Learning Operations Engineer (ML Ops - 2) (Engineering),"SatSure Analytics India
4.5",Bengaluru,N/A,N/A,N/A
MLOps/DevOps Engineer,"Intuit Management Consultancy
1.8",Remote,₹10L/yr (Employer provided),1.8,N/A
Machine Learning Engineer - AI,"Egnyte
4.6",Remote,N/A,4.6,N/A
AI Engineer - India (Remote),"Weights & Biases
4.2",Remote,N/A,4.2,N/A
Software Engineer (Intern),Naptha AI,Mumbai,N/A,N/A,N/A
DET - Associate Software Engineer - GDSN02,"EY
3.7",Coimbatore,N/A,3.7,N/A
AI and ML Developer,N/A,Chennai,N/A,N/A,N/A
AI Engineer,"Product and Technology
3.5",Noida,₹3L – ₹8L/yr (Glassdoor Est.),3.5,N/A
AI Engineer Intern,N/A,India,₹10K/mo (Employer provided),N/A,N/A
Data Scientist,N/A,Bengaluru,₹7L – ₹9L/yr (Employer provided),N/A,N/A
AI Engineer,"Adform
4.1",Mumbai,₹2L – ₹5L/yr (Glassdoor Est.),4.1,N/A
Engineer – Industrial AI,"Titan Company
5.0",Hosūr,₹4L – ₹6L/yr (Glassdoor Est.),5.0,N/A
Staff Software Engineer - AI/ML,"Ivanti
3.7",Bengaluru,N/A,3.7,N/A
Machine Learning Engineer,"Top Closers
4.7",Bengaluru,₹5L – ₹6L/yr (Glassdoor Est.),4.7,N/A
Software Engineer,N/A,Panaji,₹50K – ₹80K/mo (Employer provided),N/A,N/A
AI Engineer,"Velsera
2.7",Pune,₹5L – ₹10L/yr (Glassdoor Est.),2.5,N/A
L1 Support Engineer,"KlearNow.ai
3.9",Gurgaon,₹2L – ₹3L/yr (Glassdoor Est.),3.9,N/A
Senior Software Engineer - AI/ML,"Qualcomm
3.9",Bengaluru,₹2L – ₹3L/yr (Glassdoor Est.),3.9,N/A
Mid Level ML Engineer,"TENSORIOT SOFTWARE SERVICES PRIVATE LIMITED
3.2",Bengaluru,₹5L – ₹8L/yr (Glassdoor Est.),3.2,N/A
Software Engineer_Java_ Springboot_Kafka,"Lowe's
4.2",Bengaluru,₹8L – ₹10L/yr (Glassdoor Est.),4.2,N/A
R&D Engineer 2,N/A,Gurgaon,N/A,N/A,N/A
Engineer – Marketing Data & AI,"Electrolux
4.0",Bengaluru,N/A,N/A,N/A
Graduate SDE/ SDE - 1 | Generative AI Engineer,"Fynd
3.1",Mumbai,N/A,N/A,N/A
Operations - Senior Executive | need Advance AI/ML,"Govche India Pvt Ltd
1.0",Chennai,N/A,N/A,N/A
Software Engineer (AI / NLP / ML),"Nextiva
4.0",Chennai,N/A,N/A,N/A
AI/ML Engineer,"Webmob
4.4",Mohali,N/A,N/A,N/A
Applied AI Engineer 1,"JLL
3.8",Bengaluru,N/A,N/A,N/A
Senior AI Engineer,"BlackStone eIT
2.9",Remote,N/A,N/A,N/A
Machine Learner Engineer,"True Data Software
4.5",Pune,N/A,N/A,N/A
Software Engineer Fullstack,"Lowe's
4.2",Bengaluru,N/A,N/A,N/A
AI/ML framework Staff Engineer,"Qualcomm
3.9",Bengaluru,N/A,N/A,N/A
AI/ML Engineer,"Intricare Technologies
3.8",Vadodara,N/A,N/A,N/A
Robotics AI/ML Engineer - Drones,N/A,Hyderābād,N/A,N/A,N/A
JAVA Software Development Engineer,"CGI
3.7",Bengaluru,N/A,N/A,N/A
Senior AI/ML Engineer,"Gainwell Technologies LLC
3.0",Bengaluru,N/A,N/A,N/A
Senior AI and ML Engineer,"NVIDIA
4.5",Pune,N/A,N/A,N/A
ML Engineer,"Payoda
4.5",Chennai,N/A,N/A,N/A
ML BIM Engineer (Archicad) – BIM Department,"AQe Digital
4.5",Ahmedabad,N/A,N/A,N/A
GenAI Engineer,Future Forward Technologies,Coimbatore,N/A,N/A,N/A
R&D AI/ML Product Engineer,"Sanofi
4.0",Hyderābād,N/A,N/A,N/A
AI Engineer,Anvaya Info Solutions Pvt. Ltd,Chennai,N/A,N/A,N/A
Machine Learning Engineer- LLM,"Apple
4.1",Hyderābād,N/A,N/A,N/A
Gen Ai Manager,N/A,Remote,N/A,N/A,N/A
Devops Engineer,"Attentive.ai
4.3",Noida,N/A,N/A,N/A
Software Engineer - AI/ML,"Mindfire Solutions
4.1",Bhubaneshwar,N/A,N/A,N/A
AI/ML Engineer,"Aipxperts Technolabs
4.6",Ahmedabad,N/A,N/A,N/A
Sr Fullstack AI/ML Engineer,N/A,India,N/A,N/A,N/A
Junior Engineer - .NET,"Cornerstone OnDemand, Inc.
3.7",Hyderābād,N/A,N/A,N/A
Associate Software Engineer,"BOEING
3.7",Bengaluru,N/A,N/A,N/A
ML Support Engineer II,"ADCI - Karnataka - A66
3.6",Bengaluru,N/A,N/A,N/A
AI Engineer -Trainee,Pykara Technologies,India,N/A,N/A,N/A
Teamcenter Engineer(DevOps),"nCircle Tech
4.2",Pune,N/A,N/A,N/A
Python Engineer,"8th Element Digital Private Limited
1.0",Hyderābād,N/A,N/A,N/A
Software Engineer SQA - AI/ML Products,"Boston Scientific Corporation
4.1",Gurgaon,N/A,N/A,N/A
Full Stack Software Engineer,N/A,Remote,N/A,N/A,N/A
Machine Learning Engineer,N/A,India,N/A,N/A,N/A
Internship - Agentic AI Engineer,"Mico
3.3",Bengaluru,N/A,N/A,N/A
Software Engineer - Database,"Apple
4.1",Hyderābād,N/A,N/A,N/A
SDE-II Test Automation Engineer,N/A,Bengaluru,N/A,N/A,N/A
Senior AIML Engineer,N/A,Remote,N/A,N/A,N/A
AI Intern,N/A,Hyderābād,N/A,N/A,N/A
Software Engineer - AI/ML,"ValGenesis
3.5",Hyderābād,N/A,N/A,N/A
MlOps Engineer,"Vega IntelliSoft Private Limited
4.1",Bengaluru,N/A,N/A,N/A
AI Engineer-(IIT/IIIT/IISC/NIT/VIT) Or (PSG/CEG),N/A,Chennai,N/A,N/A,N/A
AI/ML Expert,"Ford Motor Company
4.0",Chennai,N/A,N/A,N/A
ML Engineer,N/A,Delhi,N/A,N/A,N/A
Lead AI/ML Engineer,"Okta
3.6",Bengaluru,N/A,N/A,N/A
ML Engineer,"Squalas
5.0",Hyderābād,N/A,N/A,N/A
ML Engineer – BFSI Domain,"Expleo
3.4",Mumbai,N/A,N/A,N/A
Software Engineer,"Hypersonix
4.8",Remote,N/A,N/A,N/A
Lead AI or ML Engineer,"Optum
3.5",Bengaluru,N/A,N/A,N/A
AI & ML Engineer,InTechHub,Salem,N/A,N/A,N/A
Senior DevOps Engineer (Remote),"A5 Labs
4.5",Remote,N/A,N/A,N/A
Senior AI or ML Engineer,"Optum
3.5",Hyderābād,N/A,N/A,N/A
AI Engineer,N/A,Mohali,N/A,N/A,N/A
Gen AI Developer,Begig,Remote,N/A,N/A,N/A
Prompt Engineer,"White Mastery Systems
3.6",Chennai,N/A,N/A,N/A
Prompt Engineer,N/A,Hauz Khas,N/A,N/A,N/A
AI Functional Test Engineer,"Virtusa
3.7",Chennai,N/A,N/A,N/A
Prompt Engineer,"UNIABROAD
4.3",India,N/A,N/A,N/A
Backend Engineer (Remote),"Clarifai
3.5",Bengaluru,N/A,N/A,N/A
ML-DEVOPS,N/A,Remote,N/A,N/A,N/A
AI Engineer,N/A,Noida,N/A,N/A,N/A
Python Intern,Senda,Hyderābād,N/A,N/A,N/A
AI Engineer,"Aviyana venture
3.5",India,N/A,N/A,N/A
Senior Software Engineer – AI/ML,"Weekday
3.9",Bengaluru,N/A,N/A,N/A
Senior Engineer I,"Amex
4.1",Chennai,N/A,N/A,N/A
Android Developer - Kotlin,"Arccus Inc
5.0",Remote,N/A,N/A,N/A
Front End Engineer,N/A,Calicut,N/A,N/A,N/A
AI/ML Developer,N/A,Nāgpur,N/A,N/A,N/A
C# + Cybersecurity engineer,N/A,Remote,N/A,N/A,N/A
Software Engineer,"Eurofins India IT Solutions
3.0",Bengaluru,N/A,N/A,N/A
Distinguished Machine Learning Engineer,"PayPal
3.7",Bengaluru,N/A,N/A,N/A
Full Stack Engineer,"Splore
3.7",Bengaluru,N/A,N/A,N/A
"Staff Engineer, Generative-AI","Nagarro
3.9",Remote,N/A,N/A,N/A
AWS Genai Engineer,CloudiQS,Remote,N/A,N/A,N/A
Python Developer,"Apple
4.1",Hyderābād,N/A,N/A,N/A
AI Engineer,N/A,Pune,N/A,N/A,N/A
AI Engineer,N/A,Calcutta,N/A,N/A,N/A
Data Annotator – Noida,"Macgence
4.2",Noida,N/A,N/A,N/A
Full Stack Engineer - JavaScript,"2Base Technologies
4.8",Cochin,N/A,N/A,N/A
Staff SW Engineer (Full Stack) – Cybersecurity AI,"Visa
3.8",Bengaluru,N/A,N/A,N/A
Jr. Software Engineer,N/A,India,N/A,N/A,N/A
"Senior Software Engineer - .NET core, Angular or React and SQL",N/A,Noida,N/A,N/A,N/A
Senior ML Engineer,"TENSORIOT SOFTWARE SERVICES PRIVATE LIMITED
3.2",Bengaluru,N/A,N/A,N/A
AI Solutions Engineer,"Edwisely
4.2",Hyderābād,N/A,N/A,N/A
Engineer – QA (Manual),HEAL Software,Bengaluru,N/A,N/A,N/A
ML Ops Engineer,"TensorGo Technologies
3.5",Hyderābād,N/A,N/A,N/A
Gen AI Engineer,N/A,Hyderābād,N/A,N/A,N/A
MATLAB and Python Developer,N/A,India,N/A,N/A,N/A
Senior DevOps AI Engineer,"The Nielsen Company
3.3",Bengaluru,N/A,N/A,N/A
Data Science Engineer,N/A,Pune,N/A,N/A,N/A
Senior C++ Engineer,"FICO
4.1",Bengaluru,N/A,N/A,N/A
"Data Engineer (Python, NLP, ML)","SentientGeeks
4.7",Calcutta,N/A,N/A,N/A
Software Quality Automation Engineer,"Apple
4.1",Bengaluru,N/A,N/A,N/A
AI/ML Engineer - Specialist,"Equifax
3.6",Pune,N/A,N/A,N/A
Lead ML Engineer,"Zeta Global
3.4",Bengaluru,N/A,N/A,N/A
Engineer III Specialist-AI/ML Engineering,"Verizon
4.2",Bengaluru,N/A,N/A,N/A
Senior Engineer,"Reltio
4.0",Bengaluru,N/A,N/A,N/A
Software Engineer- ML,"Techvariable
3.8",Guwahati,N/A,N/A,N/A
AI/ML Engineer - 5 to 10 yrs,"Wipro Limited
3.6",Chennai,N/A,N/A,N/A
AI/ML Engineer,"Advantal Technologies Pvt. Ltd.
3.4",Indore,N/A,N/A,N/A
AI/ML Developer,N/A,India,N/A,N/A,N/A
Senior AI/ML Engineer,"nVent
3.5",Bengaluru,N/A,N/A,N/A
"AI, ML Track","Cloudseed Technologies
4.2",India,N/A,N/A,N/A
Senior AI/ML Engineer,"Mangalore Infotech Solutions
4.0",Mangalore,N/A,N/A,N/A
Lead AI/ML Engineer,N/A,Ahmedabad,N/A,N/A,N/A
Machine Learning Engineer,"Target
4.2",Bengaluru,N/A,N/A,N/A
Senior Engineer II,"Amex
4.1",Chennai,N/A,N/A,N/A
ML Engineer - III,N/A,Pune,N/A,N/A,N/A
AI Engineer,"www.biz4group.com
4.0",Jaipur,N/A,N/A,N/A
ML Engineer,"Saaki Argus & Averil Consulting
3.9",Hyderābād,N/A,N/A,N/A
Matlab Simulink Engineer,"YMTS India
3.4",Tirupati,N/A,N/A,N/A
Machine Learning Engineer,"Data Collection Infotech
3.6",Bengaluru,₹3L – ₹4L/yr (Glassdoor Est.),3.6,N/A
Machine Learning Engineer,"Infosys Limited
3.6",Bengaluru,₹4L – ₹9L/yr (Glassdoor Est.),3.6,N/A
Platform Engineer Intern,N/A,Bengaluru,N/A,N/A,N/A
Part-Time MLOps Engineer,Intellion Technologies Pvt Ltd,Remote,₹15K – ₹20K/mo (Employer provided),N/A,N/A
Voice / ML Firmware Engineer,"Tek Spikes
3.7",Bengaluru,₹5L – ₹6L/yr (Glassdoor Est.),3.7,N/A
Data Science Engineer,"Bosch Group
4.1",Bengaluru,₹3L – ₹9L/yr (Glassdoor Est.),4.1,N/A
AWS DevOps Engineer,"eligarf technologies
4.4",Remote,N/A,4.3,N/A
Data Scientist (AI),"Dicetek LLC
4.2",Remote,N/A,4.2,N/A
Machine Learning Engineer 2,N/A,Noida,N/A,N/A,N/A
Prompt Engineer,N/A,Remote,N/A,N/A,N/A
Gen Ai Engineer,"Acrocede Technologies Pvt. Ltd.
4.5",Bengaluru,₹4L – ₹17L/yr (Employer provided),4.5,N/A
ML/AI Engineer with GCP/ Azure,"Lingaro Group
4.0",India,N/A,4.0,N/A
Machine Learning Engineer,"Target
3.4",Bengaluru,₹3L – ₹9L/yr (Glassdoor Est.),3.4,N/A
Senior AI Engineer,"Valuebound
3.1",Bengaluru,₹15L – ₹40L/yr (Employer provided),3.1,N/A
Prompt Engineer,"Accrete
4.6",Mumbai,₹4L – ₹7L/yr (Glassdoor Est.),4.6,N/A
Senior AI/ML Engineer,N/A,Bengaluru,N/A,N/A,N/A
Site Reliability Engineer (SRE),N/A,Bengaluru,N/A,N/A,N/A
Generative AI Engineer,"Nextiva
4.0",Bengaluru,N/A,4.0,N/A
Azure DevOps Engineer,N/A,Remote,N/A,N/A,N/A
Offshore -Copilot AI Solutions Engineer,N/A,Remote,N/A,N/A,N/A
AI ENGINEER - Experienced,"REIZEND PRIVATE LIMITED
3.6",India,₹5L – ₹11L/yr (Employer provided),3.6,N/A
Data Science/ML Engineer,"Contus
4.2",Chennai,₹6L – ₹8L/yr (Glassdoor Est.),4.2,N/A
Sr Release Engineer,"Reltio
4.0",Bengaluru,N/A,4.0,N/A
Gen AI Intern,N/A,Malappuram,₹5K/mo (Employer provided),N/A,N/A
Robotics Software Engineer,N/A,Bengaluru,₹15L – ₹30L/yr (Employer provided),N/A,N/A
Sr. AI/ML Engineer,"Muks Robotics AI Pvt.Ltd.
3.6",Pune,₹2L – ₹8L/yr (Glassdoor Est.),3.6,N/A
Sr. Engineer Data Engineering,N/A,Hyderābād,N/A,N/A,N/A
AI/ML Data Science Engineer,"CogniSure
4.7",Bengaluru,N/A,4.6,N/A
Machine Learning Engineer,"Vidhema Technologies
3.6",India,₹6L – ₹8L/mo (Employer provided),3.6,N/A
AI Engineer Intern,N/A,Panchkula,₹8K – ₹12K/mo (Employer provided),N/A,N/A
Staff Site Reliability Engineer - Cybersecurity AI,"Visa
3.8",Bengaluru,₹5L – ₹10L/yr (Glassdoor Est.),3.8,N/A
Senior Backend Engineer-Python,N/A,Remote,₹15L – ₹40L/yr (Employer provided),N/A,N/A
Embedded Systems Engineer (0–2 Years),"Eurth Techtronics
4.1",Hyderābād,N/A,4.1,N/A
COMPUTER VISION & EDGE AI ENGINEER,"GadgEon
4.0",Cochin,N/A,4.0,N/A
Experienced AI ENGINEER,"REIZEND PRIVATE LIMITED
3.6",India,₹5L – ₹11L/yr (Employer provided),3.6,N/A
Data Scientist/AI Engineer,Warrior tech solutions,Chennai,₹15L – ₹18L/yr (Employer provided),N/A,N/A
Associate - DevOps Engineer,"Acuity Knowledge Partners
3.6",Bengaluru,₹5L – ₹10L/yr (Glassdoor Est.),3.6,N/A
(AI/ML)- (S02/S03),"Systango Technologies Ltd
4.2",Indore,₹5L – ₹8L/yr (Glassdoor Est.),4.2,N/A
Sr Data Scientist - ML/OR,"Target
4.2",Bengaluru,₹4L/yr (Glassdoor Est.),4.2,N/A
Software Engineer_Python_ Kubernetes,"Lowe's
4.2",Bengaluru,₹5L – ₹10L/yr (Glassdoor Est.),4.2,N/A
AI Engineer,"Get Well Network
5.0",Bengaluru,₹5L – ₹6L/yr (Glassdoor Est.),5.0,N/A
"Senior AI/ML Engineer, AI Solutions","paypal
3.7",Bengaluru,₹27K – ₹46K/yr (Glassdoor Est.),3.7,N/A
AI – R&D Engineer,N/A,Pune,N/A,N/A,N/A
Full Stack Developer,N/A,Remote,N/A,N/A,N/A
Software Engineer: Frontend,Protect AI,Bengaluru,₹3L – ₹8L/yr (Glassdoor Est.),0.0,N/A
Data Scientist,N/A,India,₹5L – ₹8L/yr (Employer provided),N/A,N/A
QA Engineer,"Gram Vaani Community Media Pvt. Ltd.
2.6",Delhi,N/A,2.6,N/A
Generative AI & LLMs,"Welkin Soft Tech Pvt. Ltd
4.5",Remote,₹5L – ₹15L/yr (Employer provided),4.5,N/A
Software Engineer – Technology Development (ChatBot/AI/ML),"Gram Vaani Community Media Pvt. Ltd.
2.6",Delhi,N/A,N/A,N/A
ML Ops Engineer,"Calfus
3.7",Bengaluru,₹5L – ₹6L/yr (Glassdoor Est.),3.7,N/A
Senior Software Engineer (Full Stack),"MyAdvice
4.2",Remote,₹15L – ₹20L/yr (Employer provided),4.2,N/A
Entry-Level Technical Associate,N/A,Mangalore,₹3L – ₹7L/yr (Employer provided),N/A,N/A
AI/ML Engineer (Senior Data Scientist/AI Engineer),"InApp
4.3",Remote,N/A,4.3,N/A
Junior ML Developer,"CIS
1.0",Indore,₹3L – ₹5L/yr (Glassdoor Est.),1.0,N/A
AI Engineer,"Centre for Computational Technologies
3.0",Pune,₹5L – ₹7L/yr (Glassdoor Est.),3.0,N/A
Machine Learning Engineer II,"Expedia Group
3.9",Gurgaon,N/A,3.9,N/A
AI ML - Lead/MGR,"Maruti Suzuki India Ltd
3.8",Gurgaon,N/A,3.8,N/A
ML Compiler Engineer,"Qualcomm
3.9",Hyderābād,₹2L/yr (Glassdoor Est.),3.9,N/A
Engineer,"Automation Anywhere
3.7",Bengaluru,₹4L – ₹8L/yr (Glassdoor Est.),3.7,N/A
"Engineer, Cloud ML Accelerator","Qualcomm
3.9",Bengaluru,₹2L – ₹3L/yr (Glassdoor Est.),3.9,N/A
Automation and AI Engineer,"Ericsson
4.0",Bengaluru,₹6L – ₹8L/yr (Glassdoor Est.),4.0,N/A
"Test Engineer, Pixel Wearables","Google
4.3",Bengaluru,N/A,4.3,N/A
Machine Learning Software Development Engineer,"TELUS Digital -
3.6",Bengaluru,N/A,3.6,N/A
"Software Dev Engineer, ML_AI","ADCI - Karnataka
3.6",Bengaluru,₹3L – ₹5L/yr (Glassdoor Est.),3.6,N/A
"Sr ML Engineer (Fullstack development + ML), AI Governance","Visa
3.8",Bengaluru,₹6L – ₹8L/yr (Glassdoor Est.),3.8,N/A
AI Engineer,"Xerox
3.3",Cochin,N/A,3.3,N/A
AI Engineer,Begig,Bengaluru,₹600.00/hr (Employer provided),0.0,N/A
Lead ML Engineer,"Mastercard
4.2",Pune,₹2L – ₹10L/yr (Glassdoor Est.),4.2,N/A
Full Stack Engineer,"Frontera Health
1.0",Bengaluru,₹4L – ₹9L/yr (Glassdoor Est.),1.0,N/A
Junior Data Scientist,"LSEG (London Stock Exchange Group)
3.7",Bengaluru,₹7L – ₹10L/yr (Glassdoor Est.),3.7,N/A
Sr. SW Engineer (Java and bigdata),"Visa
3.8",Bengaluru,₹2L – ₹8L/yr (Glassdoor Est.),3.8,N/A
Site Reliability Engineer,Josys,Bengaluru,₹5L – ₹10L/yr (Glassdoor Est.),4.1,N/A
AI/ML Engineers,"Jade Global
3.6",Pune,₹2L – ₹8L/yr (Glassdoor Est.),3.6,N/A
Software Engineer- Intelligent Automation (Hybrid- Bangalore),"ResultsCX
3.3",Bengaluru,₹5L – ₹10L/yr (Glassdoor Est.),3.3,N/A
Data Scientist and ML Engineer: Cognizant AI Agent HUB,"Cognizant
3.6",Chennai,₹6L – ₹7L/yr (Glassdoor Est.),3.6,N/A
Data Scientist/ML Engineer - India,"Pursuit Software
4.3",Calcutta,N/A,4.3,N/A
Senior AI/ML Engineer,"Softway solutions
3.7",Bengaluru,N/A,3.7,N/A
"Engineer, NCT","Deutsche Bank
3.9",Bengaluru,₹2L/yr (Glassdoor Est.),3.9,N/A
CA0121 | Product Consultant - AI/ML/Cloud Products,"Cloudangles
4.0",India,₹20L – ₹25L/yr (Employer provided),4.0,N/A
AI Software engineer,N/A,India,₹5L – ₹7L/yr (Employer provided),N/A,N/A
Service Reliability Engineer,"Creditsafe India
4.7",Hyderābād,N/A,4.1,N/A
AI/ML Engineer,"Intricare Techchnolgies
3.8",Vadodara,N/A,3.8,N/A
Machine Learning Engineer 5.5,N/A,Noida,N/A,N/A,N/A
Backend Engineer,"Zelis
3.7",Hyderābād,₹7L – ₹9L/yr (Glassdoor Est.),3.7,N/A
Backend Engineer-Python,"KlearNow.ai
3.9",Gurgaon,₹10L/yr (Glassdoor Est.),3.9,N/A
PYTHON DEVELOPER,"Proeffico Solutions
4.5",Noida,₹4L – ₹9L/yr (Glassdoor Est.),4.5,N/A
AI/ML Engineer - Security,"Uber
3.8",Bengaluru,₹2L/yr (Glassdoor Est.),3.8,N/A
Data Scientist 2,"PayPal
3.7",Bengaluru,₹2L – ₹4L/yr (Glassdoor Est.),3.7,N/A
Artificial Intelligence / Machine Learning Engineer,"Maruti Suzuki India Ltd
3.8",Gurgaon,N/A,N/A,N/A
Data Science Intern,"SatSure Analytics India
4.5",Bengaluru,N/A,3.5,N/A
Java + Cybersecurity engineer,N/A,Remote,₹45K – ₹2L/mo (Employer provided),N/A,N/A
DevOps Engineer | SDE - 1 | SDE - 2,"Fynd
3.1",Mumbai,₹7L – ₹10L/yr (Glassdoor Est.),3.1,N/A
AI Engineers,"Dignitas Digital
4.2",Delhi,N/A,4.2,N/A
Lead ML Engineer,"NielsenIQ
3.8",Vadodara,₹7L – ₹9L/yr (Glassdoor Est.),3.8,N/A
Artificial Intelligence Engineer,N/A,India,₹5L – ₹9L/yr (Employer provided),N/A,N/A
Intern(AI),"Cognologix Technologies
3.8",Pune,N/A,3.8,N/A
"Senior ML Compiler Engineer, Compute","Waymo
3.9",Bengaluru,₹55L – ₹67L/yr (Employer provided),3.9,N/A
Senior Data/AL/ML Engineer.,N/A,India,₹9L – ₹15L/yr (Employer provided),N/A,N/A
Senior Software Engineer I,"Porch
3.7",Remote,N/A,3.7,N/A
Python Data Engineer with AI/ML,"Expleo
3.4",Pune,N/A,3.4,N/A
AIML Engineer,"Wipro Limited
3.6",Pune,₹4L – ₹9L/yr (Glassdoor Est.),3.6,N/A
Senior AI/ML Engineer,"VT Netzwelt
4.6",Mohali,₹10L/yr (Glassdoor Est.),4.6,N/A
LLM / Prompt Engineer for PAPI KV1,"ABB
4.0",Bengaluru,N/A,4.0,N/A
AI/ML Developer,"Ajath Infotech
4.1",Gurgaon,₹2L – ₹4L/yr (Glassdoor Est.),4.1,N/A
AI Engineer (FSS),"Mahindra & Mahindra Ltd
4.0",India,N/A,4.0,N/A
AI & Data Science Engineer,N/A,Tiruchchirāppalli,₹10K – ₹20K/mo (Employer provided),N/A,N/A
GEN AI Data Science Engineer,"Gainwell Technologies LLC
3.0",Bengaluru,₹6L – ₹7L/yr (Glassdoor Est.),3.0,N/A
Software Engineer 2,"Intuit
4.4",Bengaluru,₹50K – ₹3L/yr (Glassdoor Est.),4.4,N/A
6913 - Machine Learning Engineer,"CoffeeBeans Consulting
4.5",Bengaluru,₹4L – ₹8L/yr (Glassdoor Est.),4.5,N/A
Senior ML Engineer,"Certify
3.4",Delhi,N/A,3.4,N/A
Data Scientist,N/A,Ahmedabad,₹65K – ₹99K/mo (Employer provided),N/A,N/A
Senior AI/ML Engineer,"Facctum Solutions
3.7",Maharashtra,N/A,3.7,N/A
Software Engineer II - AI / ML,N/A,Noida,N/A,N/A,N/A
Lead ML Engineer,"Avaamo
4.5",Bengaluru,₹5L – ₹8L/yr (Glassdoor Est.),4.5,N/A
AI / ML Engineer,"Xploria
4.0",Vellore,₹2L – ₹7L/yr (Glassdoor Est.),2.2,N/A
AI Engineer,"TrellisSoft
4.5",Bengaluru,₹5L – ₹6L/yr (Glassdoor Est.),4.5,N/A
"Cloud Engineer, Artificial Intelligence","Google
4.3",Bengaluru,₹3L – ₹9L/yr (Glassdoor Est.),4.3,N/A
