Job Title,Location,Rating,monthly,min_salary_rupees,max_salary_rupees,avg_salary_rupees,company_name_cleaned,Standardized Title
"Software Engineer, Machine Learning Compilers",Bengaluru,4.3,0,200000.0,1000000.0,600000.0,Google,Machine Learning Engineer
AI/ML Engineer,Noida,3.5,0,100000.0,600000.0,350000.0,Optum,Machine Learning Engineer
Data Science Analyst (Senior),Gurgaon,3.7,0,400000.0,600000.0,500000.0,Infogain,Data Science
Risk Data Engineer Senior-AWS-Data Scientist,Pune,3.7,0,600000.0,1000000.0,800000.0,EY,Data Scientist
EY - GDS Consulting - AI and DATA - AWS Data Engineer - Senior,Hyderābād,3.7,0,600000.0,1000000.0,800000.0,EY,AI Engineer
AI/ML Engineer,Bengaluru,3.7,0,500000.0,600000.0,550000.0,Cloudifyops,Machine Learning Engineer
Product Development Engineer I - Machine Learning,Hyderābād,4,0,500000.0,800000.0,650000.0,Phenom People,Machine Learning Engineer
Technical Trainer (Faculty)- Data science,,4,0,300000.0,800000.0,550000.0,Cranes Varsity,Data Science
Marketing Analytics Manager,Mumbai,5,0,3000000.0,5500000.0,4250000.0,Shamrock Value Private Limited,Analyst
AI/ML Engineer,Mohali,,1,20000.0,20000.0,20000.0,Research Infinite Solutions LLP,Machine Learning Engineer
"Engineer 4, Machine Learning",Chennai,3.8,0,200000.0,200000.0,200000.0,Comcast,Machine Learning Engineer
Graph Engineer- Data Science,Bengaluru,3.9,0,500000.0,700000.0,600000.0,Harman International,Data Science
Staff Engineer- Machine Learning,Chennai,3.9,0,400000.0,600000.0,500000.0,Qualcomm,Machine Learning Engineer
Manager Data Science,Bengaluru,3.3,0,200000.0,200000.0,200000.0,iSOCRATES,Data Science
Product Manager II - AI Knowledge,,3.8,0,200000.0,500000.0,350000.0,Uber,AI Engineer
SaT-DnA-Data Science Gen AI Assistant Manager,Bengaluru,3.7,0,400000.0,700000.0,550000.0,EY,Data Science
Internal Audit - Embedded Data Analytics - Associate - Bengaluru,Bengaluru,3.8,0,400000.0,500000.0,450000.0,Goldman Sachs,Analyst
"Machine Learning Engineer III, MLOps",Chennai,3.3,0,300000.0,800000.0,550000.0,ACV Auctions,Machine Learning Engineer
SaT-DnA - Data Science Gen AI Manager,Pune,3.7,0,300000.0,600000.0,450000.0,EY,Data Science
Data Analytic & Data Science Faculty/Trainer,India,,1,20000.0,20000.0,20000.0,Mindforge Infotech,Data Science
Senior AI Engineer,,4,0,500000.0,700000.0,600000.0,Reltio,AI Engineer
Software Engineer- Search & AI,Bengaluru,4.1,0,400000.0,1000000.0,700000.0,Apple,AI Engineer
"Software Engineer (Framework), Ai & Data Platforms",Hyderābād,4.1,0,500000.0,800000.0,650000.0,Apple,AI Engineer
EY-GDS Consulting-AI And DATA-Gen AI-Senior,,3.7,0,400000.0,700000.0,550000.0,EY,AI Engineer
"Sr. Applied Scientist, Amazon Photos",Bengaluru,3.6,0,400000.0,1000000.0,700000.0,ADCI - Karnataka,Other
AI Data Scientist - Digital Engineering Sr. Engineer,Hyderābād,3.8,0,500000.0,800000.0,650000.0,NTT DATA,Data Scientist
Generative AI Developer,Pune,3.9,0,500000.0,500000.0,500000.0,XoriantːIN,AI Engineer
Senior Manager-Decision Scientist,Bengaluru,3.8,0,400000.0,1000000.0,700000.0,Tesco,Other
Specialized Analytics Manager - C12 - GURGAON,Gurgaon,3.7,0,600000.0,1000000.0,800000.0,Citigroup,Analyst
Merchandising Analytics,Bengaluru,4.2,0,300000.0,600000.0,450000.0,Fractal Analytics,Analyst
Manager - Data Science,Bengaluru,4.2,0,1000000.0,1000000.0,1000000.0,mPokket,Data Science
Machine Learning Engineer - C12 - BANGALORE,Bengaluru,3.7,0,100000.0,300000.0,200000.0,Citigroup,Machine Learning Engineer
Principal Member of Technical Staff (IC4)- (OCI AI Data Org.),Bengaluru,3.8,0,700000.0,900000.0,800000.0,Oracle,AI Engineer
Lead Data Science,Pune,3.9,0,300000.0,700000.0,500000.0,Tekdi Technologies,Data Science
"Associate Director, Data Science",Bengaluru,3.8,0,600000.0,900000.0,750000.0,Standard Chartered,Data Science
Principal AI Engineer,Chennai,4,0,800000.0,800000.0,800000.0,Ford Motor Company,AI Engineer
Application Support Group Manager - Big Data Platform - SVP,Pune,3.7,0,400000.0,800000.0,600000.0,Citigroup,Other
"Manager / Senior Manager, Data Science",Hyderābād,3.8,0,1000000.0,1000000.0,1000000.0,Micron Technology,Data Science
Senior Software Engineer – AI/ML,Bengaluru,3.8,0,300000.0,300000.0,300000.0,Weekday,AI Engineer
Statistical Analytics Engineer (F/M/D),Bengaluru,3.7,0,100000.0,200000.0,150000.0,Klüber Lubrication,Analyst
Lead - AI Program Delivery,Hyderābād,3.6,0,600000.0,800000.0,700000.0,Warner Bros. Discovery,AI Engineer
Senior AIML developer - AI LABs,Cochin,3.7,0,300000.0,600000.0,450000.0,EY,AI Engineer
"Senior Manager, Machine Learning Science",Bengaluru,3.8,0,900000.0,1000000.0,950000.0,Expedia Group,Machine Learning Engineer
Lead ML Engineer,Bengaluru,3.4,0,200000.0,600000.0,400000.0,Zeta Global,Machine Learning Engineer
Generative AI Architect,Thiruvananthapuram,4.1,0,300000.0,800000.0,550000.0,Techvantage Systems,AI Engineer
Engineer- Machine Learning,Chennai,3.9,0,200000.0,200000.0,200000.0,Qualcomm,Machine Learning Engineer
Product Development Engineer II - Machine Learning,Hyderābād,4,0,500000.0,800000.0,650000.0,Phenom People,Machine Learning Engineer
AI/ML Operations Lead,Bengaluru,3.9,0,600000.0,900000.0,750000.0,AGCO,AI Engineer
"Machine Learning Engineer, SEO Science",Bengaluru,3.9,0,400000.0,900000.0,650000.0,eBay,Machine Learning Engineer
Senior Technical Architect - Web Data & Analytics,Bengaluru,3.9,0,400000.0,900000.0,650000.0,Quicken,Analyst
Senior Products Operations Manager - Data Science Products,Hyderābād,,0,900000.0,900000.0,900000.0,Novartis,Data Science
Senior Machine Learning Engineer #7405,Hyderābād,3.4,0,700000.0,800000.0,750000.0,New Relic,Machine Learning Engineer
Generative AI Architect,Pune,3.9,0,600000.0,600000.0,600000.0,XoriantːIN,AI Engineer
Director - Enterprise AI Platform,Bengaluru,4,0,600000.0,1100000.0,850000.0,GSK,AI Engineer
Senior Machine Learning Engineer,Bengaluru,3.8,0,300000.0,500000.0,400000.0,Harness.io,Machine Learning Engineer
Lead I - Software Engineering (Machine Learning - Gen AI),Bengaluru,3.9,0,600000.0,800000.0,700000.0,UST Global,Machine Learning Engineer
Senior Specialist - Gen AI Business Analyst (Life Sciences),Hyderābād,,0,600000.0,800000.0,700000.0,Novartis,AI Engineer
Generative AI Solutions Lead,Pune,3.9,0,500000.0,500000.0,500000.0,XoriantːIN,AI Engineer
Sr Manager of Software Engineering,Bengaluru,4.1,0,300000.0,1000000.0,650000.0,JPMorganChase,Software Engineer
Senior ML Engineer,Nāgpur,3.2,0,100000.0,800000.0,450000.0,Corpay,Machine Learning Engineer
Project Manager – Analytics Consulting and SaaS Implementation,Gurgaon,2.6,0,500000.0,900000.0,700000.0,AiDash,Analyst
Senior Software Engineer - AI/ML Engineer,Chennai,3.7,0,200000.0,1000000.0,600000.0,"Viasat, Inc.",Machine Learning Engineer
Principal AI ML Engineer,Bengaluru,4,0,200000.0,500000.0,350000.0,Ericsson,Machine Learning Engineer
Associate Director - Gen AI Business Analyst (Life Sciences),Hyderābād,,0,600000.0,800000.0,700000.0,Novartis,AI Engineer
Senior ML Engineer,Hyderābād,3.8,0,100000.0,200000.0,150000.0,Uber,Machine Learning Engineer
Principal Machine Learning Engineer,Hyderābād,4,0,300000.0,700000.0,500000.0,Amgen,Machine Learning Engineer
Senior Manager - Pricing Analytics,Hyderābād,4.1,0,600000.0,600000.0,600000.0,Thomson Reuters,Analyst
"Technical Lead (Machine Learning, Python) - C13 - VP - Pune",Pune,3.7,0,100000.0,300000.0,200000.0,Citigroup,Machine Learning Engineer
Data Scientist,Bengaluru,4.2,0,700000.0,1000000.0,850000.0,NetApp,Data Scientist
Data Scientist I,Bengaluru,3.6,0,200000.0,800000.0,500000.0,Sixt,Data Scientist
Payments - Data Scientist Associate,Mumbai,4.1,0,300000.0,500000.0,400000.0,JPMorganChase,Data Scientist
Data Analyst,Thiruvananthapuram,3,1,15000.0,25000.0,20000.0,Marikar (Motors) Ltd,Data Science
ASSOCIATE DATA SCIENTIST,Gurgaon,3.8,0,200000.0,1000000.0,600000.0,McCormick,Data Scientist
Data Scientist,Hyderābād,4,0,500000.0,1000000.0,750000.0,Amgen,Data Scientist
Data Scientist (US Value & Access Insights),Hyderābād,4,0,500000.0,1000000.0,750000.0,Amgen,Data Scientist
Data Scientist_R&D,Bengaluru,3.1,0,600000.0,900000.0,750000.0,Avathon,Data Scientist
AIML - Data Scientist - Hyderabad,Chennai,3.6,0,500000.0,900000.0,700000.0,Cognizant,Data Scientist
Principal Data Scientist (Demand Forecasting),Bengaluru,4.3,0,1000000.0,1000000.0,1000000.0,Texas Instruments,Data Scientist
"Data Scientist II, Payment Risk Machine Learning",Hyderābād,3.6,0,500000.0,1000000.0,750000.0,Amazon Dev Center India - Hyderabad,Data Scientist
Data Science Trainer,India,4.8,0,0.0,0.0,0.0,Certybox,Data Science
Data Scientist & Gen AI Consultant(BTP D@S),Gurgaon,1,0,500000.0,800000.0,650000.0,SAP Group,Data Scientist
Decision Scientist - Associate,Mumbai,3.8,0,300000.0,800000.0,550000.0,FedEx AMEA,Other
Data Scientist,Gurgaon,3.1,0,200000.0,800000.0,500000.0,Circle K,Data Scientist
CFL Data Scientist,Bengaluru,4,0,400000.0,1000000.0,700000.0,SUSE,Data Scientist
Principal Member of technical Staff- AI & Data Engineering,Chennai,4.1,0,500000.0,800000.0,650000.0,Athenahealth,AI Engineer
Senior Software Engineer,Gurgaon,3.5,0,600000.0,1000000.0,800000.0,Optum,Software Engineer
Applications Development Sr Programmer Analyst - C12 - CHENNAI,Chennai,3.7,0,700000.0,1000000.0,850000.0,Citi,AI Engineer
Conversation AI Developer,Remote,4,0,1000000.0,4000000.0,2500000.0,Resolink Technologies Private Limited,AI Engineer
AI Developer,Delhi,4,1,25000.0,50000.0,37500.0,DIRO,AI Engineer
Python Developer – Generative AI,Bengaluru,,0,1100000.0,1700000.0,1400000.0,Mobile Programming India Pvt Ltd,AI Engineer
AI Developer,Cochin,2.9,1,15000.0,25000.0,20000.0,Voxtron Solutions LLP,AI Engineer
AI Developer,Coimbatore,3.8,1,14000.0,25000.0,19500.0,ENTHU TECHNOLOGY SOLUTIONS INDIA PVT LTD,AI Engineer
"Staff Software Developer, Machine Learning",Bengaluru,4,0,400000.0,900000.0,650000.0,Kinaxis Inc.,Machine Learning Engineer
AI Developer (Fresher),Ahmedabad,3.9,0,200000.0,800000.0,500000.0,Silent Infotech,AI Engineer
AI and ML Developer,Chennai,3.6,0,400000.0,900000.0,650000.0,White Mastery Systems,AI Engineer
Gen AI Developer,Remote,0,0,0.0,0.0,0.0,Begig,AI Engineer
AI/ML Developer (Fresher),Mumbai,4,0,300000.0,500000.0,400000.0,Openspace Services,AI Engineer
AI Developer,Chandigarh,4.1,0,300000.0,700000.0,500000.0,Suffes Com,AI Engineer
Junior Software Developer,Bengaluru,3.9,0,300000.0,700000.0,500000.0,The Scalers,Software Engineer
AI Developer,Thāne,3.8,0,700000.0,1000000.0,850000.0,WTW,AI Engineer
Gen AI Developer,Bengaluru,3.6,0,600000.0,700000.0,650000.0,Wipro Limited,AI Engineer
AI Developer,Coimbatore,3.6,0,200000.0,700000.0,450000.0,Shamla Tech Solution,AI Engineer
AI Developer,Mohali,4.8,1,70000.0,80000.0,75000.0,Softtrix Tech Solutions Private Limited,AI Engineer
AI/ML Lead,Gurgaon,3.8,0,300000.0,600000.0,450000.0,MKS Inc.,AI Engineer
Junior AI Developer,Ahmedabad,3,0,400000.0,700000.0,550000.0,Webential Technologies Pvt Ltd,AI Engineer
Python AI Developer,Mohali,3.8,1,80000.0,80000.0,80000.0,Sunfocus Solutions Pvt Ltd,AI Engineer
Junior Python Developer,India,3,0,200000.0,400000.0,300000.0,Dehazelabs,Python Developer
Agentic AI developer,Pune,3.4,0,800000.0,1500000.0,1150000.0,Rapidera Technologies Pvt Ltd,AI Engineer
Junior Generative AI Developer,Indore,1,0,300000.0,500000.0,400000.0,CIS,AI Engineer
AI Developer,Chennai,4,0,300000.0,700000.0,500000.0,Introlligent,AI Engineer
Python AI/ML Developer,India,4.6,1,30000.0,60000.0,45000.0,Weavers Web Solutions Pvt. Ltd,AI Engineer
AI Developer,Noida,3.5,0,300000.0,700000.0,500000.0,Infopro Learning,AI Engineer
AI Developer,Noida,3.4,1,22000.0,25000.0,23500.0,Franciscan Solutions,AI Engineer
AI/ML Developer,India,4.1,0,700000.0,1000000.0,850000.0,Mindinventory,AI Engineer
Advanced JavaScript Developer,Remote,3,1,75000.0,80000.0,77500.0,accede solution,Java Developer
Gen AI Developer,Bengaluru,4,0,500000.0,600000.0,550000.0,Creative Synergies Group,AI Engineer
AI/ML Engineer (Python Developer),Bengaluru,4.1,0,500000.0,600000.0,550000.0,Cybernetyx,Machine Learning Engineer
Senior Agentic AI developer,Remote,5,0,500000.0,600000.0,550000.0,FullStackTechies,AI Engineer
Python AI/ML Developer,Mohali,4,0,200000.0,700000.0,450000.0,Desirous Global Consulting,AI Engineer
AI/ML Developer,Bhopal,4.7,0,800000.0,800000.0,800000.0,Entit Consultancy Services Pvt Ltd,AI Engineer
Power BI Developer,India,3.2,1,15000.0,48000.0,31500.0,BizFlow,Other
ML/AI Developer,Visakhapatnam,3.4,0,400000.0,900000.0,650000.0,Novisync,AI Engineer
AI Engineer,Chennai,3.2,0,500000.0,2000000.0,1250000.0,CoinFantasy,AI Engineer
Gen AI Developer,Bengaluru,3.4,0,500000.0,600000.0,550000.0,Aritha,AI Engineer
AI/ML Developer,Ahmedabad,4.8,0,400000.0,600000.0,500000.0,Glasier Inc,AI Engineer
Applied AI Engineer,Remote,3.8,0,2000000.0,3000000.0,2500000.0,Webscale,AI Engineer
Python Developer,Thrissur,3,0,100000.0,600000.0,350000.0,Intellect Outsource,Python Developer
AI/ML Developer,Nāgpur,3.3,1,35000.0,50000.0,42500.0,smartData Enterprises,AI Engineer
"Senior Software Engineer - .NET core, Angular or React and SQL",Noida,3.5,0,600000.0,1000000.0,800000.0,Optum,Frontend Developer
AI Software Developer,Vadodara,3.6,0,200000.0,500000.0,350000.0,Technobits Digital,AI Engineer
Senior Developer - AI Technology,Pune,4,0,600000.0,700000.0,650000.0,Syngenta Group,AI Engineer
Junior Python Developer,Bengaluru,4,0,300000.0,800000.0,550000.0,Zzazz Inc,Python Developer
Artifial Intelligence (AI) Developer,Gurgaon,,0,9700000.0,600000.0,5150000.0,Streamonweb,AI Engineer
AI/ML Engineer,Bengaluru,5,0,500000.0,600000.0,550000.0,Abstrabit Technologies Pvt Ltd,Machine Learning Engineer
D365/ Power Platform Developer,Remote,3.7,0,1000000.0,3000000.0,2000000.0,"MERP Systems, Inc.",Other
Associate Trainee,Pune,4.2,0,700000.0,800000.0,750000.0,Stratacent,AI Engineer
Gen AI Developer,Bengaluru,3.6,0,400000.0,900000.0,650000.0,Infosys Limited,AI Engineer
Associate I AI Engineer,Gurgaon,4.1,0,600000.0,1000000.0,800000.0,S&P Global,AI Engineer
CA0162 | React Developer,Hyderābād,4,0,300000.0,500000.0,400000.0,Cloudangles,Frontend Developer
Python Developer,Pune,3.6,0,400000.0,800000.0,600000.0,Muks Robotics AI Pvt.Ltd.,Python Developer
AI Developer,Ahmedabad,3,0,400000.0,700000.0,550000.0,Webential Technologies Pvt Ltd,AI Engineer
Salesforce Developer,Remote,3.3,0,1200000.0,2000000.0,1600000.0,Vamstar,Other
AI Application Developer,Coimbatore,3.1,0,400000.0,700000.0,550000.0,Nio Digital,AI Engineer
AI developer,Bengaluru,3.2,0,200000.0,800000.0,500000.0,SKF,AI Engineer
Developer - Python,Bengaluru,3.6,0,400000.0,700000.0,550000.0,Wipro Limited,Python Developer
Python Developer (Freshers),Jaipur,4,0,400000.0,700000.0,550000.0,Amplework,Python Developer
AI/ML Developer,Pune,4.1,0,400000.0,1100000.0,750000.0,"Conference Technologies, Inc.",AI Engineer
AI Developer,Mohali,3.8,0,200000.0,700000.0,450000.0,RChilli Inc.,AI Engineer
AI/ML Developer,Gurgaon,4.1,0,200000.0,400000.0,300000.0,Ajath Infotech,AI Engineer
Gen AI Developer/Specialist - Tamilnadu,Chennai,4.2,0,700000.0,800000.0,750000.0,Photon,AI Engineer
"Cloud Engineer, AI",Bengaluru,4.3,0,300000.0,900000.0,600000.0,Google,AI Engineer
Python programming with AI,Erode,,1,20000.0,30000.0,25000.0,Admire Solution,AI Engineer
EY-GDS Consulting-AI And DATA- Shiny-R developer -Gig,Bengaluru,3.7,0,400000.0,700000.0,550000.0,EY,AI Engineer
AI Developer,Hyderābād,2.7,1,80000.0,90000.0,85000.0,POWER IT SERVICES,AI Engineer
Android Developer - Kotlin,Remote,5,1,20000.0,55000.0,37500.0,Arccus Inc,Other
AI Agent Developer Intern,India,4.1,1,10000.0,10000.0,10000.0,Techmero,AI Engineer
Front End Developer,Pune,3.2,0,700000.0,1000000.0,850000.0,MicroStrategy India,Frontend Developer
Junior Software Developer (Fresher) Internship,Jabalpur,3.7,0,400000.0,700000.0,550000.0,Cognic Systems,Software Engineer
AI Full Stack Developer Intern,Chandigarh,4.3,1,10000.0,10000.0,10000.0,CrossML,AI Engineer
Core Java Developer,Delhi,4,0,800000.0,1500000.0,1150000.0,Roadcast Tech. Solutions Pvt. Ltd.,Java Developer
Python AI/ML Developer,Mohali,4.1,0,200000.0,500000.0,350000.0,DigiMantra Labs,AI Engineer
NoSQL DBA + Snowflake Developer,Delhi,4,0,600000.0,1000000.0,800000.0,Diro,Other
Process Developer - cash apps,Hyderābād,3.9,0,400000.0,900000.0,650000.0,Genpact,Other
AI Engineer/Developer,Hyderābād,4.4,0,600000.0,800000.0,700000.0,DataEconomy,AI Engineer
Junior Software Developer,Bengaluru,3.7,0,500000.0,800000.0,650000.0,Xylem,Software Engineer
Full Stack Developer - Trainee,Cochin,3.7,0,500000.0,700000.0,600000.0,Cami.AI,AI Engineer
UiPath Developer,Remote,4.2,0,2400000.0,3000000.0,2700000.0,"Arch Systems, LLC",Other
Frontend developer (Reactjs),Pune,4,0,700000.0,900000.0,800000.0,IAURO SYSTEMS PRIVATE LIMITED,Frontend Developer
AI/ML Developer,Tiruchchirāppalli,4.8,0,400000.0,900000.0,650000.0,Macro Global (MG),AI Engineer
AI/ML Developer - Audio Speech recognition,Bengaluru,3.1,0,500000.0,700000.0,600000.0,LG Soft India,AI Engineer
Unity Developer,Bengaluru,,0,500000.0,800000.0,650000.0,Xogar Games,Other
AI Developer,India,3.3,1,20000.0,25000.0,22500.0,Cyperts digital solutions private limited,AI Engineer
"Software Developer, AI",Bengaluru,3.4,0,400000.0,900000.0,650000.0,Endpoint Clinical,AI Engineer
React Developer – GravityWrite,Chennai,4.6,0,200000.0,300000.0,250000.0,WebsiteLearners,Frontend Developer
Frontend Developers,Remote,4.6,1,80000.0,80000.0,80000.0,SFJ Business solutions,Frontend Developer
AI Developer,Mumbai,4.3,0,200000.0,800000.0,500000.0,Arcitech,AI Engineer
Artificial Intelligence Developer/AI Developer,Mohali,4.3,1,50000.0,60000.0,55000.0,Capanicus Technologies,AI Engineer
Backend Engineer,Hyderābād,3.7,0,700000.0,900000.0,800000.0,Zelis,Backend Developer
Python Developer,Hyderābād,4.1,0,300000.0,700000.0,500000.0,Apple,Python Developer
Junior Developer,Chennai,4,0,500000.0,900000.0,700000.0,Desirous Global Consulting,Other
Generative AI Developer Freshers,Indore,1,0,300000.0,500000.0,400000.0,CIS,AI Engineer
RPA/AI Developer,Thiruvananthapuram,3.6,0,500000.0,1000000.0,750000.0,Equifax,AI Engineer
Nodejs Developer,India,5,0,1500000.0,1500000.0,1500000.0,We Remote Devs,Other
Python/ AI and ML Developer,Mohali,3.6,1,16000.0,68000.0,42000.0,Revclerx Pvt Ltd,AI Engineer
Java Developer,Hyderābād,3.6,0,400000.0,800000.0,600000.0,Infosys Limited,Java Developer
Java Developer,Chennai,,0,1400000.0,1400000.0,1400000.0,Apexon,Java Developer
AI Orchestration Developer - Machine Learning Group,Bengaluru,3.9,0,200000.0,300000.0,250000.0,Qualcomm,Machine Learning Engineer
Graduate SDE/ SDE - 1 | Generative AI Engineer,Mumbai,3.1,0,800000.0,1000000.0,900000.0,Fynd,AI Engineer
Frontend Developer,Bengaluru,3.7,0,6000000.0,6400000.0,6200000.0,Cyberhaven,Frontend Developer
Asp.net Core Developer,Remote,4.2,0,800000.0,1500000.0,1150000.0,nCircle Tech Pvt. Ltd.,Other
"Front End Developer (HTML, CSS, Tailwind)",Surat,4.5,0,600000.0,600000.0,600000.0,EnactOn Technologies,AI Engineer
RPA DEVELOPER I,Hyderābād,4.1,0,600000.0,1000000.0,800000.0,Electronic Arts,Other
"Staff Software Developer, Supply Chain Execution",Bengaluru,4,0,400000.0,900000.0,650000.0,Kinaxis Inc.,AI Engineer
Frontend Developer (Immd. Appointment),India,2.9,1,40000.0,60000.0,50000.0,MediaJenie,Frontend Developer
Frontend Developer,Gurgaon,3.1,0,200000.0,500000.0,350000.0,HELLO PARENT,Frontend Developer
"AI/ML, Chatbot Developer",Chennai,3.6,0,300000.0,700000.0,500000.0,Augray,AI Engineer
AI Platform Developers,Tiruchchirāppalli,2.4,0,200000.0,700000.0,450000.0,Dextrasys,AI Engineer
Salesforce AppExchange Developer,India,4.2,0,1000000.0,2100000.0,1550000.0,Cobalt,Other
UI Developer-BR-P1,Bengaluru,3.9,0,300000.0,400000.0,350000.0,Atlas Systems,Other
EY-GDS Consulting-AI And DATA-SQL Developer-Senior,Cochin,3.7,0,300000.0,400000.0,350000.0,EY,AI Engineer
AI Python Engineer,Bengaluru,3.3,0,400000.0,900000.0,650000.0,OpenText,AI Engineer
Fresher - Blockchain developer,Mumbai,3.6,0,400000.0,500000.0,450000.0,Rejolut Technology Solutions Pvt Ltd,AI Engineer
AIML Developer,India,3.9,0,1500000.0,2000000.0,1750000.0,AmpleLogic,AI Engineer
Game Developer,India,3.4,1,35000.0,60000.0,47500.0,Nestsoft technologies,Other
Python/Django Developer,Haryāna,3.4,0,700000.0,1000000.0,850000.0,Oodles Technologies,Python Developer
Power Platform Developer,Bengaluru,4.1,0,300000.0,600000.0,450000.0,Autodesk,Other
Reporting Gen Ai Developer,Hyderābād,3.9,0,400000.0,800000.0,600000.0,PepsiCo,AI Engineer
Python AI/ML Developer,Indore,4,0,500000.0,700000.0,600000.0,Emorphis Technologies,AI Engineer
AI Developer,Pune,4.5,0,400000.0,600000.0,500000.0,PradeepIT Consulting Services,AI Engineer
Python AI/ML Developer,Pune,4.8,0,400000.0,700000.0,550000.0,Ergobite Tech Solutions,AI Engineer
R&D Sr. Software Developer - Frontend,Bengaluru,4,0,500000.0,800000.0,650000.0,ABB,Frontend Developer
Java Developer,Noida,4.2,0,300000.0,800000.0,550000.0,Knack Consulting Services Pvt Ltd,Java Developer
Senior AI/ML Developer,Chennai,3.6,0,700000.0,1500000.0,1100000.0,White Mastery Systems,AI Engineer
Software Developer - Web Application,Chennai,4,0,900000.0,1000000.0,950000.0,McKinsey & Company,Software Engineer
GPU Kernel Developer - AI Models,Bengaluru,3.9,0,500000.0,600000.0,550000.0,"Advanced Micro Devices, Inc",AI Engineer
Gen AI Developer,Bengaluru,4.4,0,500000.0,600000.0,550000.0,Ailoitte Technologies,AI Engineer
JavaScript - Three.js & P5.js Developer -Immediate Joiner,Remote,,0,500000.0,1500000.0,1000000.0,GiantMind Solutions,Java Developer
Full Stack Developer – AI Integration & Prompt Engineering,Noida,4.1,0,300000.0,900000.0,600000.0,AvyaTech,AI Engineer
Senior Manager-Customer Support,Remote,4.4,0,1200000.0,1500000.0,1350000.0,Emplay Inc,Other
React Developer,Hyderābād,,0,200000.0,700000.0,450000.0,TAPADIA TECH,Frontend Developer
WordPress Production Developer,Bengaluru,4.2,0,600000.0,800000.0,700000.0,MyAdvice,Other
AI ML Developer,Mohali,5,0,200000.0,600000.0,400000.0,Pyramid Global Technologies,AI Engineer
Python Developer - Apprenticeship cum Hire,India,4.7,1,8000.0,10000.0,9000.0,Embedsense Solutions Pvt Ltd,Python Developer
ReactJS Developer,Ahmedabad,4.8,0,300000.0,500000.0,400000.0,Glasier Inc,Frontend Developer
Unity Game Developer,Noida,,0,1500000.0,2500000.0,2000000.0,Vintage Solution,Other
AI/ML Engineer,India,4.5,0,800000.0,1500000.0,1150000.0,OSP Labs Pvt Ltd,Machine Learning Engineer
Sr. Python Developer/Chennai,Chennai,,0,1500000.0,1500000.0,1500000.0,Busisol Sourcing India Pvt Ltd,AI Engineer
Software AI Trainee,Hyderābād,4.3,0,300000.0,500000.0,400000.0,[x]cube LABS,AI Engineer
Cloud AI Developer- Bangalore- T1,Bengaluru,1,0,500000.0,600000.0,550000.0,SAP Group,AI Engineer
JavaScript - Three.js & P5.js Developer -Immediate Joiner,Remote,,0,1000000.0,1500000.0,1250000.0,Nithminds Private limited,Java Developer
AI/ML Engineer,India,4.8,0,400000.0,400000.0,400000.0,Canopas,Machine Learning Engineer
UI Path Developer,Chennai,3.9,0,800000.0,900000.0,850000.0,Barclays,Other
AI Full Stack Product Developer,Chennai,3.8,0,900000.0,900000.0,900000.0,Standard Chartered,AI Engineer
AI/ML Engineer,India,4.2,0,900000.0,900000.0,900000.0,Liamliang Traveller private limited,Machine Learning Engineer
Fullstack Developer | Gauze,Mumbai,3.1,0,600000.0,600000.0,600000.0,Fynd,Other
Technical Support Specialist,Remote,4.2,0,900000.0,900000.0,900000.0,MyAdvice,Other
Sr Next Js Developer,Remote,4.9,1,1000.0,1000.0,1000.0,Immersive Infotech Pvt. Ltd,Other
Web Developer,Hyderābād,3.4,0,1000000.0,1000000.0,1000000.0,Zeta Global,Other
Web & UI Designer,Remote,5,0,300000.0,500000.0,400000.0,InstaCiti.com by Urban Basics,Other
Software Developer,Bengaluru,3.9,0,300000.0,700000.0,500000.0,The Scalers,Software Engineer
Lead Agentic AI Developer,Bengaluru,4.1,0,700000.0,1000000.0,850000.0,S&P Global,AI Engineer
Support Engineer / Developer (L1/L2 Support),Pune,3.7,0,300000.0,600000.0,450000.0,Altizon Systems,Other
Backend Developer - Python/Django,Hyderābād,4.5,0,800000.0,1000000.0,900000.0,Aviso AI,Python Developer
GenAI Developer,Chennai,,1,45000.0,55000.0,50000.0,VVT SOLUTIONS PRIVATE LIMITED,AI Engineer
Python Developer,Bengaluru,3.5,0,300000.0,800000.0,550000.0,Pattern Effects Labs,Python Developer
CA0161 | Java Developer,Hyderābād,4,0,300000.0,700000.0,500000.0,Cloudangles,Java Developer
Management Trainee,Pune,3.9,0,500000.0,700000.0,600000.0,Genpact,AI Engineer
Python Developer with Kubernetes,Bengaluru,3.6,0,400000.0,700000.0,550000.0,Wipro Limited,Python Developer
Gen AI Developer/ Lead,Bengaluru,3.6,0,400000.0,700000.0,550000.0,Wipro Limited,AI Engineer
Associate - BI Developer,Bengaluru,3.6,0,500000.0,600000.0,550000.0,Acuity Knowledge Partners,Other
Conversation AI Engineer,Bengaluru,4.3,0,300000.0,900000.0,600000.0,Google,AI Engineer
Node js developer,India,4.1,0,400000.0,700000.0,550000.0,Techmero,Other
Technology Associate,Bengaluru,4,0,600000.0,900000.0,750000.0,Nasscom,Other
"Consultant, Python Developer",Noida,3.9,0,400000.0,900000.0,650000.0,Genpact,Python Developer
Generative AI Developer,Mohali,4.4,0,200000.0,300000.0,250000.0,Talentelgia Technologies,AI Engineer
